,user_id,af0,cycle,gender,age,activity_id,af1,af2,dificulty,topic,run_number
45741,2288,45,2,0,60,242,51.5,51.0,4,3,1
45742,2288,45,3,0,60,150,38.0,37.0,3,2,1
45743,2288,45,4,0,60,97,40.0,65.0,2,3,1
45744,2288,45,5,0,60,52,51.0,59.0,2,2,1
45745,2288,45,6,0,60,213,44.5,31.0,1,1,1
45746,2288,45,7,0,60,179,54.0,34.0,3,2,1
45747,2288,45,8,0,60,83,45.5,37.5,5,2,1
45748,2288,45,9,0,60,93,31.5,49.0,4,1,1
45749,2288,45,10,0,60,229,22.5,16.0,5,2,1
45750,2288,45,11,0,60,101,40.0,32.5,2,2,1
45751,2288,45,12,0,60,63,42.5,57.5,3,2,1
45752,2288,45,13,0,60,245,42.0,56.5,2,1,1
45753,2288,45,14,0,60,184,59.0,53.5,4,1,1
45754,2288,45,15,0,60,64,45.5,54.0,4,1,1
45755,2288,45,16,0,60,14,24.0,26.0,5,3,1
45756,2288,45,17,0,60,119,49.0,56.5,2,1,1
45757,2288,45,18,0,60,115,62.5,56.5,5,1,1
45758,2288,45,19,0,60,69,50.5,52.5,3,1,1
45759,2288,45,20,0,60,186,27.5,35.0,4,2,1
45760,2289,41,1,0,53,72,39.0,17.0,1,3,1
45761,2289,41,2,0,53,140,48.5,68.5,2,1,1
45762,2289,41,3,0,53,192,65.5,55.5,4,3,1
45763,2289,41,4,0,53,84,33.5,30.5,5,1,1
45764,2289,41,5,0,53,94,31.5,37.0,4,2,1
45765,2289,41,6,0,53,237,53.5,59.0,3,2,1
45766,2289,41,7,0,53,19,36.0,18.0,3,2,1
45767,2289,41,8,0,53,25,21.5,22.0,3,2,1
45768,2289,41,9,0,53,34,39.0,35.5,1,2,1
45769,2289,41,10,0,53,140,30.0,51.5,1,1,1
45770,2289,41,11,0,53,143,39.5,29.5,2,3,1
45771,2289,41,12,0,53,71,25.5,30.0,3,2,1
45772,2289,41,13,0,53,144,68.0,46.0,4,1,1
45773,2289,41,14,0,53,86,60.0,49.5,1,2,1
45774,2289,41,15,0,53,95,24.5,24.0,4,3,1
45775,2289,41,16,0,53,42,58.0,59.0,5,3,1
45776,2289,41,17,0,53,171,33.0,35.5,5,2,1
45777,2289,41,18,0,53,46,36.0,35.0,1,3,1
45778,2289,41,19,0,53,44,42.5,29.0,2,1,1
45779,2289,41,20,0,53,214,47.0,31.5,2,3,1
45780,2290,40,1,1,57,209,11.0,15.5,3,1,1
45781,2290,40,2,1,57,135,32.0,20.0,4,2,1
45782,2290,40,3,1,57,94,29.5,43.5,1,2,1
45783,2290,40,4,1,57,136,32.0,31.5,2,1,1
45784,2290,40,5,1,57,145,39.5,51.5,1,1,1
45785,2290,40,6,1,57,47,41.5,62.0,4,1,1
45786,2290,40,7,1,57,202,55.0,55.0,1,1,1
45787,2290,40,8,1,57,81,23.5,33.5,1,3,1
45788,2290,40,9,1,57,7,41.5,46.0,4,2,1
45789,2290,40,10,1,57,21,35.0,21.0,2,2,1
45790,2290,40,11,1,57,100,38.5,56.5,3,1,1
45791,2290,40,12,1,57,100,49.0,46.0,2,1,1
45792,2290,40,13,1,57,30,36.5,42.0,3,2,1
45793,2290,40,14,1,57,56,42.0,56.5,2,2,1
45794,2290,40,15,1,57,200,31.5,33.0,3,3,1
45795,2290,40,16,1,57,44,48.0,42.0,3,3,1
45796,2290,40,17,1,57,140,38.5,39.0,1,3,1
45797,2290,40,18,1,57,85,37.5,49.5,2,1,1
45798,2290,40,19,1,57,22,31.5,33.5,2,3,1
45799,2290,40,20,1,57,23,28.5,42.0,2,2,1
45800,2291,58,1,1,33,225,57.0,50.5,3,2,1
45801,2291,58,2,1,33,53,57.5,56.5,3,2,1
45802,2291,58,3,1,33,163,61.0,63.5,3,1,1
45803,2291,58,4,1,33,50,59.0,68.0,2,1,1
45804,2291,58,5,1,33,66,63.5,61.0,3,3,1
45805,2291,58,6,1,33,54,48.0,52.0,4,3,1
45806,2291,58,7,1,33,67,61.0,46.0,4,3,1
45807,2291,58,8,1,33,104,42.5,39.0,3,1,1
45808,2291,58,9,1,33,76,55.5,68.5,3,1,1
45809,2291,58,10,1,33,155,58.0,61.5,1,2,1
45810,2291,58,11,1,33,137,38.0,37.0,5,1,1
45811,2291,58,12,1,33,68,52.5,47.5,2,3,1
45812,2291,58,13,1,33,63,44.5,50.0,3,3,1
45813,2291,58,14,1,33,200,67.0,54.0,1,1,1
45814,2291,58,15,1,33,183,48.0,30.0,5,3,1
45815,2291,58,16,1,33,248,64.5,66.0,3,2,1
45816,2291,58,17,1,33,56,53.0,42.0,2,2,1
45817,2291,58,18,1,33,210,77.0,75.5,1,3,1
45818,2291,58,19,1,33,180,63.0,60.5,4,3,1
45819,2291,58,20,1,33,6,47.5,43.0,5,3,1
45820,2292,39,1,1,54,227,34.5,46.5,4,2,1
45821,2292,39,2,1,54,50,33.0,40.0,1,1,1
45822,2292,39,3,1,54,67,48.0,54.0,2,3,1
45823,2292,39,4,1,54,80,39.5,51.0,1,2,1
45824,2292,39,5,1,54,173,46.0,53.5,1,3,1
45825,2292,39,6,1,54,250,29.5,19.5,1,3,1
45826,2292,39,7,1,54,52,32.0,32.0,2,1,1
45827,2292,39,8,1,54,84,55.5,76.5,1,3,1
45828,2292,39,9,1,54,88,67.0,72.0,2,2,1
45829,2292,39,10,1,54,22,30.5,39.5,1,2,1
45830,2292,39,11,1,54,140,31.0,15.0,5,3,1
45831,2292,39,12,1,54,8,47.0,56.0,1,3,1
45832,2292,39,13,1,54,139,38.0,36.5,5,1,1
45833,2292,39,14,1,54,55,40.0,59.5,3,3,1
45834,2292,39,15,1,54,47,39.0,43.0,4,1,1
45835,2292,39,16,1,54,44,29.0,17.5,5,3,1
45836,2292,39,17,1,54,136,38.5,30.0,5,1,1
45837,2292,39,18,1,54,9,51.0,50.5,5,2,1
45838,2292,39,19,1,54,109,35.5,42.0,2,2,1
45839,2292,39,20,1,54,146,34.5,32.0,2,2,1
45840,2293,34,1,1,22,172,33.5,54.5,3,2,1
45841,2293,34,2,1,22,50,23.5,28.5,5,2,1
45842,2293,34,3,1,22,220,53.0,45.0,5,1,1
45843,2293,34,4,1,22,27,31.5,44.5,3,1,1
45844,2293,34,5,1,22,80,23.5,12.5,1,1,1
45845,2293,34,6,1,22,8,38.0,52.5,5,2,1
45846,2293,34,7,1,22,216,43.5,52.5,3,1,1
45847,2293,34,8,1,22,38,46.0,53.0,4,3,1
45848,2293,34,9,1,22,188,55.5,84.0,1,1,1
45849,2293,34,10,1,22,165,33.0,29.0,1,2,1
45850,2293,34,11,1,22,105,6.5,33.0,3,3,1
45851,2293,34,12,1,22,66,29.5,19.5,4,2,1
45852,2293,34,13,1,22,71,23.5,24.0,3,2,1
45853,2293,34,14,1,22,106,34.5,21.5,3,2,1
45854,2293,34,15,1,22,26,28.5,39.5,4,2,1
45855,2293,34,16,1,22,63,52.0,71.0,5,1,1
45856,2293,34,17,1,22,103,43.0,56.5,4,3,1
45857,2293,34,18,1,22,233,35.0,41.5,2,1,1
45858,2293,34,19,1,22,100,50.5,67.5,5,1,1
45859,2293,34,20,1,22,164,33.5,25.5,3,2,1
45860,2294,24,1,1,24,30,13.5,13.0,5,2,1
45861,2294,24,2,1,24,112,6.0,28.5,3,3,1
45862,2294,24,3,1,24,120,15.0,-9.0,1,1,1
45863,2294,24,4,1,24,73,27.0,0.0,1,2,1
45864,2294,24,5,1,24,71,36.0,46.0,1,2,1
45865,2294,24,6,1,24,89,30.5,23.5,5,1,1
45866,2294,24,7,1,24,6,30.5,6.5,5,1,1
45867,2294,24,8,1,24,139,26.5,10.5,3,1,1
45868,2294,24,9,1,24,181,45.0,18.5,1,1,1
45869,2294,24,10,1,24,117,11.5,-17.0,3,1,1
45870,2294,24,11,1,24,122,31.5,-4.5,4,2,1
45871,2294,24,12,1,24,214,27.0,32.5,1,3,1
45872,2294,24,13,1,24,221,34.5,36.5,2,3,1
45873,2294,24,14,1,24,164,46.0,47.0,1,1,1
45874,2294,24,15,1,24,212,34.5,24.5,1,2,1
45875,2294,24,16,1,24,169,20.5,5.5,4,2,1
45876,2294,24,17,1,24,237,-4.0,22.5,5,2,1
45877,2294,24,18,1,24,80,40.0,57.5,5,1,1
45878,2294,24,19,1,24,74,15.0,12.5,5,3,1
45879,2294,24,20,1,24,95,14.5,15.0,2,1,1
45880,2295,29,1,1,65,52,34.0,25.0,4,3,1
45881,2295,29,2,1,65,226,26.0,8.5,3,3,1
45882,2295,29,3,1,65,84,15.0,1.5,4,1,1
45883,2295,29,4,1,65,144,41.0,15.5,2,1,1
45884,2295,29,5,1,65,125,41.5,24.5,4,1,1
45885,2295,29,6,1,65,107,49.0,30.5,5,1,1
45886,2295,29,7,1,65,119,37.0,53.5,1,3,1
45887,2295,29,8,1,65,47,38.5,47.0,4,2,1
45888,2295,29,9,1,65,205,23.5,31.0,4,2,1
45889,2295,29,10,1,65,19,58.0,42.0,1,1,1
45890,2295,29,11,1,65,195,39.5,39.0,4,3,1
45891,2295,29,12,1,65,103,59.0,79.5,2,1,1
45892,2295,29,13,1,65,23,4.0,-5.0,3,3,1
45893,2295,29,14,1,65,4,18.5,20.0,3,1,1
45894,2295,29,15,1,65,42,8.5,6.0,4,2,1
45895,2295,29,16,1,65,200,15.5,25.0,4,2,1
45896,2295,29,17,1,65,178,7.5,2.5,1,2,1
45897,2295,29,18,1,65,42,19.5,20.0,2,2,1
45898,2295,29,19,1,65,41,38.5,47.0,4,1,1
45899,2295,29,20,1,65,139,45.5,30.5,1,2,1
45900,2296,40,1,1,25,1,53.5,72.0,3,1,1
45901,2296,40,2,1,25,229,42.0,40.5,4,1,1
45902,2296,40,3,1,25,31,41.5,43.0,2,2,1
45903,2296,40,4,1,25,232,51.5,55.0,1,3,1
45904,2296,40,5,1,25,203,21.5,26.0,2,1,1
45905,2296,40,6,1,25,100,25.5,49.0,3,2,1
45906,2296,40,7,1,25,213,22.5,16.0,5,3,1
45907,2296,40,8,1,25,155,26.0,36.5,3,1,1
45908,2296,40,9,1,25,128,56.5,54.5,3,2,1
45909,2296,40,10,1,25,92,55.5,55.0,1,3,1
45910,2296,40,11,1,25,225,51.0,39.5,2,1,1
45911,2296,40,12,1,25,70,43.0,51.0,1,2,1
45912,2296,40,13,1,25,40,50.5,56.5,1,1,1
45913,2296,40,14,1,25,4,33.0,18.0,3,3,1
45914,2296,40,15,1,25,185,37.5,54.0,5,2,1
45915,2296,40,16,1,25,195,37.0,54.0,2,3,1
45916,2296,40,17,1,25,32,22.0,42.5,1,2,1
45917,2296,40,18,1,25,94,21.5,18.0,4,2,1
45918,2296,40,19,1,25,222,57.5,51.5,4,2,1
45919,2296,40,20,1,25,134,25.5,27.0,4,3,1
45920,2297,58,1,1,35,202,53.0,51.0,4,3,1
45921,2297,58,2,1,35,28,57.0,61.0,4,2,1
45922,2297,58,3,1,35,8,59.5,61.0,1,3,1
45923,2297,58,4,1,35,212,56.5,40.5,4,2,1
45924,2297,58,5,1,35,184,52.0,43.0,3,2,1
45925,2297,58,6,1,35,203,54.0,41.5,2,3,1
45926,2297,58,7,1,35,115,59.0,59.0,1,2,1
45927,2297,58,8,1,35,250,72.5,72.5,1,1,1
45928,2297,58,9,1,35,106,43.5,43.0,5,3,1
45929,2297,58,10,1,35,34,69.5,75.5,5,1,1
45930,2297,58,11,1,35,232,58.5,68.0,4,1,1
45931,2297,58,12,1,35,243,49.5,43.0,1,1,1
45932,2297,58,13,1,35,221,58.0,62.0,5,2,1
45933,2297,58,14,1,35,199,70.5,75.5,4,2,1
45934,2297,58,15,1,35,211,49.0,45.0,2,2,1
45935,2297,58,16,1,35,234,71.5,73.0,2,1,1
45936,2297,58,17,1,35,77,51.5,54.5,2,2,1
45937,2297,58,18,1,35,138,67.5,82.0,2,2,1
45938,2297,58,19,1,35,117,53.0,63.0,5,1,1
45939,2297,58,20,1,35,222,69.5,63.5,2,3,1
45940,2298,22,1,1,36,168,15.0,7.0,3,1,1
45941,2298,22,2,1,36,246,-6.0,3.0,4,3,1
45942,2298,22,3,1,36,241,16.0,23.0,4,1,1
45943,2298,22,4,1,36,215,20.0,32.5,5,3,1
45944,2298,22,5,1,36,136,28.0,52.0,5,3,1
45945,2298,22,6,1,36,119,1.5,15.5,1,1,1
45946,2298,22,7,1,36,74,28.5,9.0,1,3,1
45947,2298,22,8,1,36,94,47.0,32.5,5,1,1
45948,2298,22,9,1,36,58,15.0,9.0,4,2,1
45949,2298,22,10,1,36,194,9.0,-11.0,4,3,1
45950,2298,22,11,1,36,223,39.0,53.0,1,2,1
45951,2298,22,12,1,36,153,40.5,58.0,1,1,1
45952,2298,22,13,1,36,12,38.5,27.0,5,3,1
45953,2298,22,14,1,36,16,41.0,41.0,1,1,1
45954,2298,22,15,1,36,5,15.5,9.0,2,3,1
45955,2298,22,16,1,36,153,8.0,-3.5,3,1,1
45956,2298,22,17,1,36,117,10.0,-15.0,1,2,1
45957,2298,22,18,1,36,91,-6.5,-9.5,3,2,1
45958,2298,22,19,1,36,167,48.5,36.5,4,2,1
45959,2298,22,20,1,36,185,32.0,33.5,1,1,1
45960,2299,35,1,1,20,31,28.0,32.5,5,1,1
45961,2299,35,2,1,20,83,21.5,2.5,1,1,1
45962,2299,35,3,1,20,205,30.5,50.5,2,1,1
45963,2299,35,4,1,20,12,28.5,15.0,2,3,1
45964,2299,35,5,1,20,37,32.0,46.0,4,3,1
45965,2299,35,6,1,20,107,46.0,37.5,2,1,1
45966,2299,35,7,1,20,7,11.5,10.5,5,3,1
45967,2299,35,8,1,20,3,43.0,51.0,1,1,1
45968,2299,35,9,1,20,21,13.5,12.0,1,3,1
45969,2299,35,10,1,20,45,25.5,19.5,4,1,1
45970,2299,35,11,1,20,186,16.0,9.5,1,1,1
45971,2299,35,12,1,20,28,33.0,8.5,1,2,1
45972,2299,35,13,1,20,87,23.0,23.0,4,3,1
45973,2299,35,14,1,20,12,40.0,22.5,2,1,1
45974,2299,35,15,1,20,128,20.5,1.0,5,3,1
45975,2299,35,16,1,20,3,51.0,44.0,3,1,1
45976,2299,35,17,1,20,57,24.0,17.5,1,1,1
45977,2299,35,18,1,20,130,43.5,37.0,2,1,1
45978,2299,35,19,1,20,78,48.0,47.0,4,2,1
45979,2299,35,20,1,20,93,22.5,45.0,5,3,1
45980,2300,21,1,0,23,225,23.5,24.5,1,3,1
45981,2300,21,2,0,23,113,46.0,30.5,1,1,1
45982,2300,21,3,0,23,142,0.0,23.5,3,1,1
45983,2300,21,4,0,23,89,12.5,17.5,5,3,1
45984,2300,21,5,0,23,3,9.5,-6.5,1,1,1
45985,2300,21,6,0,23,163,28.0,32.5,4,1,1
45986,2300,21,7,0,23,116,16.5,20.0,2,2,1
45987,2300,21,8,0,23,73,21.5,36.0,2,1,1
45988,2300,21,9,0,23,26,23.0,-9.5,1,3,1
45989,2300,21,10,0,23,244,41.5,47.0,5,2,1
45990,2300,21,11,0,23,75,36.0,48.0,1,2,1
45991,2300,21,12,0,23,145,26.5,23.5,1,3,1
45992,2300,21,13,0,23,75,19.0,-1.0,3,2,1
45993,2300,21,14,0,23,111,-1.0,22.5,5,3,1
45994,2300,21,15,0,23,107,43.5,57.0,3,3,1
45995,2300,21,16,0,23,184,20.5,19.0,3,2,1
45996,2300,21,17,0,23,134,13.5,0.0,3,3,1
45997,2300,21,18,0,23,26,11.0,-9.5,3,1,1
45998,2300,21,19,0,23,227,30.5,4.5,2,3,1
45999,2300,21,20,0,23,182,20.5,18.0,4,2,1
46000,2301,41,1,0,32,207,42.0,47.5,4,1,1
46001,2301,41,2,0,32,37,31.0,50.0,3,3,1
46002,2301,41,3,0,32,139,42.5,46.0,4,2,1
46003,2301,41,4,0,32,52,47.5,46.5,5,3,1
46004,2301,41,5,0,32,202,40.5,32.0,5,2,1
46005,2301,41,6,0,32,171,52.5,35.5,1,3,1
46006,2301,41,7,0,32,47,30.5,34.0,2,1,1
46007,2301,41,8,0,32,199,40.5,19.0,3,2,1
46008,2301,41,9,0,32,120,40.0,55.0,1,1,1
46009,2301,41,10,0,32,240,34.0,33.0,1,3,1
46010,2301,41,11,0,32,40,51.0,67.0,3,3,1
46011,2301,41,12,0,32,146,65.0,79.5,2,1,1
46012,2301,41,13,0,32,124,38.0,49.5,3,2,1
46013,2301,41,14,0,32,184,44.0,24.0,4,1,1
46014,2301,41,15,0,32,88,57.0,60.5,2,2,1
46015,2301,41,16,0,32,32,40.0,19.5,2,1,1
46016,2301,41,17,0,32,91,46.0,43.5,3,3,1
46017,2301,41,18,0,32,106,35.5,51.5,2,3,1
46018,2301,41,19,0,32,112,28.5,24.5,5,3,1
46019,2301,41,20,0,32,53,32.0,16.0,3,2,1
46020,2302,41,1,1,62,56,37.0,46.5,3,2,1
46021,2302,41,2,1,62,181,32.0,16.0,4,3,1
46022,2302,41,3,1,62,35,27.0,8.0,4,3,1
46023,2302,41,4,1,62,89,42.5,25.0,1,1,1
46024,2302,41,5,1,62,229,19.5,33.0,5,1,1
46025,2302,41,6,1,62,173,41.5,23.5,4,1,1
46026,2302,41,7,1,62,220,42.0,22.0,2,1,1
46027,2302,41,8,1,62,199,26.0,47.0,1,3,1
46028,2302,41,9,1,62,46,39.5,34.5,2,3,1
46029,2302,41,10,1,62,241,54.0,60.5,2,2,1
46030,2302,41,11,1,62,73,57.0,51.0,5,3,1
46031,2302,41,12,1,62,226,44.0,49.5,2,2,1
46032,2302,41,13,1,62,216,57.5,54.0,1,2,1
46033,2302,41,14,1,62,181,56.0,61.0,2,2,1
46034,2302,41,15,1,62,241,68.0,67.0,1,3,1
46035,2302,41,16,1,62,191,51.0,46.0,5,2,1
46036,2302,41,17,1,62,216,30.5,40.0,3,3,1
46037,2302,41,18,1,62,186,50.0,67.0,4,2,1
46038,2302,41,19,1,62,169,31.0,17.5,4,2,1
46039,2302,41,20,1,62,248,58.0,49.5,5,3,1
46040,2303,60,1,1,29,178,50.0,60.0,3,3,1
46041,2303,60,2,1,29,163,63.5,63.0,3,3,1
46042,2303,60,3,1,29,125,64.5,69.5,5,2,1
46043,2303,60,4,1,29,99,55.0,54.5,4,1,1
46044,2303,60,5,1,29,154,69.5,60.5,4,3,1
46045,2303,60,6,1,29,113,56.5,57.0,1,3,1
46046,2303,60,7,1,29,95,50.0,45.5,4,1,1
46047,2303,60,8,1,29,36,53.0,52.0,1,3,1
46048,2303,60,9,1,29,132,67.5,69.5,5,3,1
46049,2303,60,10,1,29,103,65.0,72.5,4,1,1
46050,2303,60,11,1,29,51,70.0,68.5,2,1,1
46051,2303,60,12,1,29,199,46.5,42.0,2,1,1
46052,2303,60,13,1,29,100,58.0,51.0,5,3,1
46053,2303,60,14,1,29,174,77.0,70.0,2,1,1
46054,2303,60,15,1,29,209,70.0,58.5,3,1,1
46055,2303,60,16,1,29,210,75.5,86.0,1,2,1
46056,2303,60,17,1,29,133,58.0,55.5,4,1,1
46057,2303,60,18,1,29,71,53.0,64.0,2,1,1
46058,2303,60,19,1,29,158,70.0,79.5,4,3,1
46059,2303,60,20,1,29,165,45.0,39.5,3,2,1
46060,2304,24,1,0,52,97,-6.0,7.5,2,1,1
46061,2304,24,2,0,52,249,39.0,35.0,2,2,1
46062,2304,24,3,0,52,57,38.0,68.0,5,3,1
46063,2304,24,4,0,52,106,20.0,50.0,3,3,1
46064,2304,24,5,0,52,23,7.5,-1.5,3,3,1
46065,2304,24,6,0,52,174,42.5,37.5,3,3,1
46066,2304,24,7,0,52,82,2.0,12.5,3,2,1
46067,2304,24,8,0,52,39,49.5,40.0,5,2,1
46068,2304,24,9,0,52,4,35.5,34.5,2,2,1
46069,2304,24,10,0,52,227,49.5,30.5,2,3,1
46070,2304,24,11,0,52,247,-1.5,-3.5,5,3,1
46071,2304,24,12,0,52,122,-4.5,-1.5,2,3,1
46072,2304,24,13,0,52,227,36.0,54.0,4,1,1
46073,2304,24,14,0,52,196,21.0,19.5,3,2,1
46074,2304,24,15,0,52,84,45.5,62.0,1,3,1
46075,2304,24,16,0,52,237,46.5,34.0,1,1,1
46076,2304,24,17,0,52,117,9.0,29.5,2,1,1
46077,2304,24,18,0,52,61,17.5,-14.5,4,1,1
46078,2304,24,19,0,52,207,11.0,17.5,1,1,1
46079,2304,24,20,0,52,151,12.0,39.0,2,2,1
46080,2305,34,1,1,31,140,40.5,50.5,5,2,1
46081,2305,34,2,1,31,63,35.0,10.5,1,2,1
46082,2305,34,3,1,31,102,43.0,40.0,4,3,1
46083,2305,34,4,1,31,84,23.0,45.5,1,3,1
46084,2305,34,5,1,31,31,45.0,20.0,5,2,1
46085,2305,34,6,1,31,27,50.5,40.0,3,3,1
46086,2305,34,7,1,31,77,19.5,19.0,3,1,1
46087,2305,34,8,1,31,144,54.0,66.0,4,2,1
46088,2305,34,9,1,31,71,14.0,-4.0,4,1,1
46089,2305,34,10,1,31,89,28.0,46.5,3,1,1
46090,2305,34,11,1,31,23,27.0,24.0,5,2,1
46091,2305,34,12,1,31,104,28.0,5.5,2,3,1
46092,2305,34,13,1,31,182,14.0,25.5,5,3,1
46093,2305,34,14,1,31,58,29.5,33.0,4,3,1
46094,2305,34,15,1,31,169,56.5,64.0,1,3,1
46095,2305,34,16,1,31,78,59.5,45.0,4,1,1
46096,2305,34,17,1,31,3,43.0,45.0,4,1,1
46097,2305,34,18,1,31,128,52.5,56.5,1,3,1
46098,2305,34,19,1,31,165,26.0,24.5,2,1,1
46099,2305,34,20,1,31,91,46.0,26.5,1,1,1
46100,2306,47,1,0,29,136,39.0,36.0,3,3,1
46101,2306,47,2,0,29,239,38.5,53.0,3,1,1
46102,2306,47,3,0,29,73,42.0,35.5,2,3,1
46103,2306,47,4,0,29,158,54.0,53.0,4,3,1
46104,2306,47,5,0,29,147,41.0,45.5,1,2,1
46105,2306,47,6,0,29,50,49.5,61.0,5,1,1
46106,2306,47,7,0,29,242,33.5,38.5,5,3,1
46107,2306,47,8,0,29,81,42.0,46.0,5,3,1
46108,2306,47,9,0,29,160,62.5,83.5,4,2,1
46109,2306,47,10,0,29,200,43.0,43.5,1,3,1
46110,2306,47,11,0,29,120,64.5,51.5,5,1,1
46111,2306,47,12,0,29,64,41.0,34.0,2,1,1
46112,2306,47,13,0,29,83,65.0,71.0,3,3,1
46113,2306,47,14,0,29,197,52.5,71.5,5,2,1
46114,2306,47,15,0,29,37,31.0,39.5,5,1,1
46115,2306,47,16,0,29,94,39.0,56.5,2,3,1
46116,2306,47,17,0,29,79,40.0,30.0,4,2,1
46117,2306,47,18,0,29,216,62.5,70.5,1,2,1
46118,2306,47,19,0,29,97,50.0,68.5,1,3,1
46119,2306,47,20,0,29,1,40.0,47.0,5,1,1
46120,2307,51,1,0,57,105,45.5,49.0,2,1,1
46121,2307,51,2,0,57,168,49.5,55.0,5,2,1
46122,2307,51,3,0,57,226,47.5,68.0,1,3,1
46123,2307,51,4,0,57,92,59.0,42.0,5,2,1
46124,2307,51,5,0,57,183,58.0,48.5,3,1,1
46125,2307,51,6,0,57,93,54.5,63.0,3,2,1
46126,2307,51,7,0,57,177,49.0,30.0,5,1,1
46127,2307,51,8,0,57,59,62.5,61.0,5,1,1
46128,2307,51,9,0,57,175,50.0,51.0,4,3,1
46129,2307,51,10,0,57,35,44.5,50.5,2,2,1
46130,2307,51,11,0,57,85,55.5,49.5,4,1,1
46131,2307,51,12,0,57,235,70.5,73.5,4,1,1
46132,2307,51,13,0,57,190,34.5,49.5,5,3,1
46133,2307,51,14,0,57,201,49.0,51.5,3,3,1
46134,2307,51,15,0,57,207,67.5,62.5,2,2,1
46135,2307,51,16,0,57,168,67.0,73.5,4,2,1
46136,2307,51,17,0,57,223,44.0,39.0,3,3,1
46137,2307,51,18,0,57,237,51.5,52.0,3,2,1
46138,2307,51,19,0,57,103,50.5,35.0,2,2,1
46139,2307,51,20,0,57,181,50.0,52.0,3,1,1
46140,2308,47,1,1,22,179,29.5,40.5,2,1,1
46141,2308,47,2,1,22,160,58.0,50.0,2,3,1
46142,2308,47,3,1,22,144,70.0,66.5,2,1,1
46143,2308,47,4,1,22,30,45.5,56.5,5,2,1
46144,2308,47,5,1,22,67,58.0,58.5,2,2,1
46145,2308,47,6,1,22,164,44.5,50.5,2,2,1
46146,2308,47,7,1,22,107,46.5,58.5,3,1,1
46147,2308,47,8,1,22,241,72.0,66.0,3,3,1
46148,2308,47,9,1,22,217,43.0,40.5,5,3,1
46149,2308,47,10,1,22,175,43.0,53.5,5,3,1
46150,2308,47,11,1,22,93,46.0,62.0,1,2,1
46151,2308,47,12,1,22,123,51.5,45.5,4,1,1
46152,2308,47,13,1,22,154,32.5,21.0,3,3,1
46153,2308,47,14,1,22,127,54.5,46.5,2,3,1
46154,2308,47,15,1,22,169,44.0,45.0,2,2,1
46155,2308,47,16,1,22,82,51.0,45.5,3,3,1
46156,2308,47,17,1,22,16,57.5,45.5,3,3,1
46157,2308,47,18,1,22,184,66.5,70.5,5,1,1
46158,2308,47,19,1,22,238,42.5,31.5,1,1,1
46159,2308,47,20,1,22,136,25.5,23.0,2,2,1
46160,2309,35,1,0,61,69,26.0,34.5,1,1,1
46161,2309,35,2,0,61,119,49.5,48.5,5,1,1
46162,2309,35,3,0,61,152,34.0,20.5,1,3,1
46163,2309,35,4,0,61,160,46.0,50.0,3,3,1
46164,2309,35,5,0,61,57,37.0,39.5,1,1,1
46165,2309,35,6,0,61,139,39.0,21.0,4,3,1
46166,2309,35,7,0,61,156,28.0,22.0,1,3,1
46167,2309,35,8,0,61,150,47.5,68.5,1,3,1
46168,2309,35,9,0,61,141,48.0,56.0,1,1,1
46169,2309,35,10,0,61,226,50.0,31.0,1,1,1
46170,2309,35,11,0,61,52,48.5,71.0,1,2,1
46171,2309,35,12,0,61,22,34.5,27.5,5,1,1
46172,2309,35,13,0,61,48,35.0,27.5,1,2,1
46173,2309,35,14,0,61,6,25.0,19.5,4,1,1
46174,2309,35,15,0,61,180,39.0,53.0,3,1,1
46175,2309,35,16,0,61,247,39.0,37.5,2,1,1
46176,2309,35,17,0,61,185,42.0,24.0,5,1,1
46177,2309,35,18,0,61,121,29.0,26.0,2,3,1
46178,2309,35,19,0,61,70,21.0,22.0,2,2,1
46179,2309,35,20,0,61,27,40.0,52.5,5,1,1
46180,2310,42,1,1,39,54,41.5,39.5,2,2,1
46181,2310,42,2,1,39,103,43.5,36.5,3,3,1
46182,2310,42,3,1,39,248,39.0,38.5,4,3,1
46183,2310,42,4,1,39,138,70.5,84.5,4,2,1
46184,2310,42,5,1,39,227,67.0,76.5,5,2,1
46185,2310,42,6,1,39,129,18.5,25.0,5,1,1
46186,2310,42,7,1,39,57,38.5,56.5,4,1,1
46187,2310,42,8,1,39,44,43.0,30.0,1,2,1
46188,2310,42,9,1,39,210,29.0,12.5,5,1,1
46189,2310,42,10,1,39,207,48.5,30.5,5,3,1
46190,2310,42,11,1,39,219,42.5,54.5,2,1,1
46191,2310,42,12,1,39,8,51.5,66.0,2,1,1
46192,2310,42,13,1,39,232,49.0,73.5,4,3,1
46193,2310,42,14,1,39,63,49.5,56.5,4,3,1
46194,2310,42,15,1,39,157,49.0,40.0,3,3,1
46195,2310,42,16,1,39,78,33.0,46.0,4,3,1
46196,2310,42,17,1,39,8,36.5,25.5,5,2,1
46197,2310,42,18,1,39,64,31.5,32.5,2,3,1
46198,2310,42,19,1,39,245,41.0,48.0,5,3,1
46199,2310,42,20,1,39,175,53.0,59.0,3,3,1
46200,2311,47,1,0,40,197,67.0,68.0,1,2,1
46201,2311,47,2,0,40,170,66.5,74.0,3,2,1
46202,2311,47,3,0,40,49,37.5,47.5,4,3,1
46203,2311,47,4,0,40,133,32.0,12.5,4,2,1
46204,2311,47,5,0,40,205,39.0,39.0,3,1,1
